Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,EducationLevel,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,LoanPurpose,RiskScore,LoanApproved
53,15772,569,Employed,16058,96,Bachelor,2,371,0.1318328283887406,0.6947590029175758,0,0,20,17,Debt Consolidation,59.0,0
46,47849,535,Employed,12343,84,High School,0,348,0.5019173629253151,0.2691593153689388,0,0,24,27,Debt Consolidation,50.0,0
36,59665,543,Employed,21830,36,Bachelor,2,475,0.2864917665630005,0.6686228503220861,0,0,24,22,Other,56.0,0
46,100912,549,Self-Employed,15900,96,Master,1,540,0.3088843852509537,0.1737363822209336,0,0,21,26,Debt Consolidation,41.6,1
28,77403,539,Employed,18067,36,High School,0,721,0.3901845412836769,0.1161218911140508,0,0,23,20,Debt Consolidation,50.0,0
40,57752,590,Employed,12580,36,Bachelor,2,732,0.0948937122518464,0.321772588482841,0,0,10,19,Debt Consolidation,53.0,0
49,33354,621,Employed,9749,48,Bachelor,3,314,0.7546310536577936,0.2912051866211606,0,0,29,12,Debt Consolidation,52.0,0
18,21527,444,Employed,22824,36,Associate,0,535,0.4800727166603815,0.5708804244650304,0,1,29,20,Education,67.0,0
34,43803,563,Self-Employed,20236,24,Bachelor,0,335,0.8030044273325434,0.076600954389023,0,0,29,4,Education,58.0,0
39,25855,476,Employed,38041,36,High School,1,612,0.2308206019835072,0.416129253423549,0,1,23,21,Debt Consolidation,60.0,0
37,84506,435,Employed,23550,24,Master,2,444,0.0902273006785374,0.0948279081971052,1,0,18,21,Home,44.8,1
57,78939,569,Employed,31746,48,High School,2,341,0.147355401587327,0.2416547834809012,0,0,30,14,Home,51.0,0
26,22055,595,Employed,26175,84,Bachelor,0,492,0.1773000871024728,0.3180335641513311,0,0,38,18,Education,55.0,0
32,34998,600,Employed,11768,84,Associate,2,750,0.1074785937774987,0.326049100795483,0,0,21,6,Home,53.0,0
18,179124,508,Employed,18835,36,Master,2,265,0.2079423856331383,0.3846900024054057,0,0,36,9,Auto,40.8,1
58,106855,575,Unemployed,18831,48,Associate,5,389,0.2640315276027787,0.2136321844252265,0,1,24,8,Education,59.0,0
37,56160,528,Employed,12284,36,Master,0,352,0.1112927147266189,0.097962114263205,0,0,19,21,Education,47.0,0
34,103317,497,Employed,41437,48,Master,0,387,0.2219114844923077,0.4071025953771738,0,0,24,18,Education,55.0,0
39,98978,549,Employed,14976,72,Associate,2,652,0.463495683187567,0.234587353092518,0,0,23,6,Home,54.0,0
47,66912,654,Employed,17687,48,Master,0,477,0.4836879064175619,0.5664103218206126,0,1,20,28,Home,42.400000000000006,1
44,20558,637,Self-Employed,14418,60,Bachelor,0,642,0.443031380591641,0.3476337829800013,0,0,21,3,Auto,60.0,0
71,113883,590,Employed,58989,48,High School,1,405,0.4745926369843263,0.4535439778254095,1,0,28,29,Education,64.0,0
45,67349,538,Employed,33887,48,High School,3,292,0.09346179747618,0.3132716216871917,0,0,32,11,Auto,49.0,0
34,25586,530,Employed,11415,84,Master,0,512,0.2850322160549985,0.2060078624491241,0,0,26,21,Education,54.0,0
33,52899,595,Employed,14611,36,Associate,3,329,0.2731448100320497,0.4526618413463454,0,0,26,25,Debt Consolidation,43.2,1
35,25844,511,Self-Employed,17494,72,Associate,0,234,0.2004293302694587,0.2747418667027377,0,0,17,11,Home,57.0,0
21,18921,629,Employed,47013,48,Master,3,305,0.6422470346782307,0.2398364989035867,0,0,28,23,Auto,53.0,0
40,67465,549,Employed,22159,48,Master,3,450,0.2435734070617195,0.5907246039870332,0,0,26,6,Education,60.0,0
49,122764,583,Employed,24013,48,High School,3,127,0.2279154432198224,0.3273456448585032,0,0,28,28,Debt Consolidation,41.6,1
32,64220,577,Employed,15425,96,Associate,0,610,0.2189249119112117,0.4797040279175707,0,1,25,4,Auto,65.0,0
30,59916,620,Employed,21035,60,Master,0,537,0.4247872819613605,0.5944290549671761,0,0,22,1,Other,56.0,0
58,30315,629,Employed,18217,12,Master,4,740,0.319084336180804,0.3743587777788975,0,0,22,9,Auto,53.0,0
22,59445,490,Employed,47434,72,Bachelor,1,511,0.2366497809571665,0.0329382034458419,0,0,25,17,Home,50.0,0
18,20027,508,Employed,56981,12,High School,4,818,0.590474673551461,0.2892339842971478,0,0,31,23,Auto,55.0,0
26,29335,612,Unemployed,19189,48,Bachelor,1,298,0.1103807353946493,0.612002047750245,0,0,28,22,Home,59.0,0
21,63865,495,Employed,31793,36,Bachelor,0,195,0.6832322438447597,0.3605480300715488,0,0,27,6,Auto,58.0,0
44,18377,549,Employed,12332,48,High School,1,420,0.2823218730010011,0.3301380114323978,0,0,24,2,Education,60.0,0
35,38655,503,Employed,17469,72,Bachelor,0,251,0.2301025294640116,0.3003197257334216,0,0,22,21,Debt Consolidation,37.6,1
37,24781,603,Employed,34160,36,Associate,0,236,0.4426951346128407,0.1210156225881636,0,0,23,12,Debt Consolidation,46.0,0
53,53904,501,Employed,27098,36,Bachelor,1,206,0.0743344659603614,0.4256477539919087,0,0,23,10,Home,55.0,0
31,15000,557,Employed,23529,48,Associate,1,398,0.4375152537289627,0.4020215840891702,0,0,34,29,Home,59.0,0
49,58097,550,Employed,12637,36,High School,0,360,0.3627364265386676,0.1069354138668695,0,0,32,13,Education,38.400000000000006,1
58,71709,537,Employed,12776,60,Bachelor,4,296,0.4204883255416793,0.2974071949293319,0,0,25,27,Education,42.400000000000006,1
34,190155,636,Employed,10778,72,Associate,3,380,0.214272391911274,0.2798010353247788,0,0,27,10,Education,37.6,1
48,51515,453,Employed,20674,48,High School,0,881,0.3784347701161784,0.3397519460151728,0,0,16,9,Debt Consolidation,51.0,0
37,23085,589,Employed,22729,48,High School,0,499,0.3556307380179065,0.274587799309305,0,0,35,13,Auto,52.0,0
51,115705,619,Employed,12697,48,Bachelor,2,296,0.1697752221490726,0.0607665411782967,0,0,27,22,Auto,31.200000000000003,1
21,79760,518,Employed,16671,96,High School,0,357,0.1387964763875947,0.1629602873787462,0,0,25,20,Education,47.0,0
20,76929,530,Employed,11743,48,High School,0,700,0.4104257817016645,0.4348380002808897,0,0,18,1,Debt Consolidation,61.0,0
35,15000,624,Employed,18240,72,Master,2,278,0.5793077455850358,0.0556009844251764,0,0,30,11,Debt Consolidation,46.0,0
29,25472,554,Unemployed,33556,96,High School,2,326,0.2177267391395128,0.2341003397518907,1,0,23,4,Debt Consolidation,72.0,0
33,24854,472,Employed,21519,12,Associate,1,649,0.1128445729945648,0.4174952628611003,0,0,28,4,Debt Consolidation,60.0,0
37,118922,610,Employed,19893,36,High School,0,374,0.3559177601437906,0.0888147064543179,0,0,22,7,Debt Consolidation,37.6,1
48,82757,585,Employed,19809,48,Master,3,540,0.2611233700110507,0.1022190743129427,0,0,26,23,Education,36.0,1
35,82212,551,Employed,25852,60,Associate,1,228,0.126275220784423,0.191980796876533,0,0,19,17,Debt Consolidation,48.0,0
30,19333,549,Employed,9366,84,High School,4,421,0.0643929697150208,0.3883896622190635,0,0,18,3,Home,58.0,0
35,58027,542,Employed,14604,24,Bachelor,1,613,0.3808817410199008,0.4349777499494072,0,0,21,11,Home,54.0,0
30,15704,581,Employed,25034,12,Bachelor,1,315,0.3283207515513726,0.2704052832762102,0,0,27,17,Home,54.0,0
28,29139,578,Employed,15781,48,Master,2,563,0.3635970592720886,0.2806233920104873,1,0,26,8,Auto,67.0,0
20,44625,594,Employed,13099,60,Bachelor,2,406,0.3859365901418594,0.5596973834210969,0,0,20,3,Other,62.0,0
40,41538,551,Self-Employed,10280,84,High School,1,340,0.1637869405155761,0.2760097650976167,0,0,20,3,Debt Consolidation,58.0,0
33,57073,607,Self-Employed,14324,12,Bachelor,2,358,0.4826960747477845,0.1575143608842097,0,0,25,1,Debt Consolidation,55.0,0
51,30582,567,Employed,58370,60,Associate,0,448,0.3472415201825412,0.2619405893126652,0,0,18,19,Other,49.0,0
22,48983,424,Employed,44817,48,Bachelor,0,199,0.3033041996939415,0.5244012008780795,0,0,23,26,Auto,59.0,0
33,57852,550,Employed,28992,60,Bachelor,2,491,0.12323860887127,0.6162783428614697,0,0,21,2,Home,61.0,0
61,154129,511,Unemployed,13148,36,Bachelor,1,585,0.7194184941266349,0.4160553337130311,0,0,22,1,Debt Consolidation,50.400000000000006,1
28,33277,551,Employed,41475,48,High School,2,194,0.3197845733297272,0.0148755744375123,0,0,23,13,Auto,51.0,0
37,15000,528,Employed,37665,72,Associate,0,787,0.1320828218380173,0.4408247811313708,0,0,32,26,Home,55.0,0
25,63814,562,Self-Employed,17659,60,Associate,2,604,0.1851150165312331,0.1454557440041653,0,0,29,11,Debt Consolidation,50.0,0
23,57180,622,Employed,35245,12,Doctorate,1,234,0.2723659703756386,0.1744513751044946,0,1,27,11,Auto,53.0,0
58,33665,620,Employed,18365,60,High School,1,439,0.3030033988333411,0.3560407804255995,1,0,21,21,Auto,64.0,0
42,45016,585,Employed,18739,48,Master,2,356,0.3954679730065539,0.2727411101225697,0,0,13,11,Debt Consolidation,49.0,0
41,45191,465,Employed,12231,96,High School,2,571,0.1900839358314847,0.2086076374480779,0,0,22,3,Debt Consolidation,53.0,0
19,25231,576,Employed,26187,36,High School,2,227,0.1410203399523822,0.2840572717771222,0,0,19,23,Other,53.0,0
44,21799,625,Employed,16793,48,Associate,0,273,0.2501619156688273,0.0187760415141517,0,0,23,22,Home,49.0,0
53,44191,596,Self-Employed,31952,96,Bachelor,0,438,0.3782190406599587,0.7891023050847616,1,0,26,27,Home,74.0,0
53,117275,570,Employed,16143,36,Bachelor,1,381,0.1471924495952056,0.1000202501901572,0,0,24,18,Auto,36.8,1
48,43925,654,Employed,41020,36,Bachelor,3,281,0.2767385407723701,0.3773447337600414,0,0,14,15,Auto,49.0,0
26,50924,579,Employed,23335,24,Bachelor,3,304,0.2858068528166702,0.0864592756514024,0,0,30,15,Debt Consolidation,48.0,0
43,51950,650,Employed,8904,48,High School,0,352,0.4723345187803127,0.2722220745326021,0,0,27,18,Home,36.0,1
48,30163,597,Employed,21877,24,Bachelor,0,321,0.2495550811567973,0.3190035803410991,0,0,21,7,Other,52.0,0
18,35761,531,Employed,13899,24,Bachelor,0,200,0.3553789126182612,0.2293838173816541,0,0,25,2,Education,57.0,0
26,39746,620,Employed,10882,36,Bachelor,2,266,0.1924817792204299,0.2076452415834548,0,1,19,10,Home,51.0,0
50,82805,503,Employed,21545,60,Bachelor,0,560,0.2181031706956272,0.1226918108223434,0,0,38,8,Debt Consolidation,50.0,0
50,95524,505,Employed,13068,48,High School,2,538,0.3253698825382919,0.3350957332732438,0,0,37,27,Debt Consolidation,42.400000000000006,1
21,75379,594,Employed,29461,60,Master,2,623,0.2547739193747737,0.5485232210938641,0,0,29,22,Home,54.0,0
49,41234,667,Employed,16796,36,Doctorate,2,354,0.0561847767882206,0.0567922263207369,0,0,24,6,Auto,44.0,0
41,24254,562,Employed,14417,36,Bachelor,2,268,0.3737603263232699,0.0975031032938671,0,1,36,1,Other,58.0,0
49,19919,540,Employed,51479,48,Associate,0,416,0.4891447026361535,0.110277168789611,0,0,30,2,Home,57.0,0
32,50378,590,Employed,26258,60,Bachelor,0,195,0.1222647398468921,0.3977811905163478,0,0,20,9,Debt Consolidation,50.0,0
47,31551,627,Employed,29544,60,High School,2,505,0.18885507136454,0.2919084948542393,0,0,35,2,Home,51.0,0
50,27111,513,Employed,27639,12,Associate,1,352,0.2550238742106681,0.3768742482348685,0,0,18,1,Auto,60.0,0
35,190637,645,Employed,24288,84,Doctorate,1,265,0.5041159959369154,0.5141052890506929,0,0,18,25,Education,40.0,1
40,77701,605,Employed,48185,60,Bachelor,4,523,0.2741468418822353,0.274593270337995,0,0,28,18,Education,49.0,0
32,62549,565,Employed,19943,48,Bachelor,2,241,0.1629306076430481,0.4942004892893518,0,0,28,9,Auto,40.0,1
59,92922,665,Employed,80250,36,Doctorate,0,294,0.1303057374590822,0.242026368874355,0,0,21,24,Home,40.0,0
38,130425,619,Unemployed,14081,60,Master,0,551,0.1913236368017889,0.273902512489052,0,0,18,8,Auto,40.0,1
28,36255,555,Self-Employed,15015,108,Bachelor,2,264,0.2949913506658033,0.3397470864899123,0,0,18,28,Debt Consolidation,58.0,0
31,60029,608,Employed,23828,60,High School,0,252,0.3269490313607339,0.3711926060558824,0,0,17,13,Auto,49.0,0
41,76746,613,Employed,21391,60,High School,2,399,0.2251758314612413,0.064195866225852,0,0,30,6,Other,47.0,0
49,161939,570,Unemployed,18219,84,Master,0,363,0.1829052690875976,0.0279015286411125,0,0,22,14,Auto,40.0,1
23,48733,602,Employed,14202,36,Master,2,176,0.3980259757681524,0.5929184912949274,0,0,26,5,Auto,43.2,1
62,96430,555,Unemployed,25481,72,Associate,0,480,0.2222739271510954,0.1611784524788259,0,0,31,26,Home,38.400000000000006,1
43,15000,526,Employed,36046,36,High School,1,359,0.106796507909916,0.1153754717173741,1,0,27,3,Auto,66.0,0
45,164747,601,Employed,26356,120,Bachelor,1,227,0.5289056919086563,0.1404100255757857,1,0,25,15,Other,46.400000000000006,1
38,61660,604,Employed,13312,60,Associate,0,230,0.0599716511430783,0.6634776174239918,0,0,20,18,Education,54.0,0
40,73983,567,Employed,22766,48,High School,1,392,0.3438190950325582,0.0845154091129924,0,0,18,9,Debt Consolidation,49.0,0
38,20064,486,Self-Employed,31751,48,Master,2,664,0.1915324736651375,0.3184734728914402,0,0,19,20,Home,58.0,0
52,15000,565,Employed,40756,48,High School,2,348,0.2313967220029176,0.1817234790923008,0,0,27,17,Home,48.0,0
39,40081,606,Self-Employed,19920,60,Bachelor,1,415,0.2801072290491809,0.1249730844469228,1,0,24,21,Home,63.0,0
49,45678,496,Self-Employed,33109,60,Associate,2,466,0.393185238038136,0.2261581430886225,0,0,29,8,Auto,57.0,0
34,43276,634,Employed,36087,60,Master,1,436,0.2311049226714792,0.1515259694538363,0,0,19,19,Auto,48.0,0
42,37199,582,Employed,11116,24,Bachelor,0,209,0.0806497271566672,0.18755855874541,0,0,22,21,Home,40.0,1
30,38544,536,Employed,35162,24,High School,2,325,0.286745161276167,0.268425750411434,0,0,21,21,Education,53.0,0
54,15000,656,Employed,26534,60,Associate,3,399,0.3105764179249795,0.2293570097793463,0,0,29,27,Debt Consolidation,44.0,0
29,48464,528,Employed,11597,60,High School,2,523,0.1737025172437563,0.4603670314552558,0,0,24,17,Home,56.0,0
36,48758,487,Employed,19255,96,Bachelor,0,282,0.1952007918103093,0.0478084645882186,0,0,20,10,Debt Consolidation,50.0,0
36,90369,612,Employed,13491,36,Bachelor,0,587,0.274668398399586,0.0267762933137797,0,0,26,29,Auto,36.8,1
35,34035,540,Self-Employed,22111,48,Associate,0,551,0.1489942713035786,0.2849830934372741,0,0,27,15,Debt Consolidation,55.0,0
48,41777,621,Unemployed,11757,24,Associate,0,965,0.601003067789374,0.5426750448640254,0,0,27,25,Auto,61.0,0
36,45080,550,Employed,32526,48,High School,2,337,0.1182508002246658,0.1729976614133311,0,0,23,6,Home,50.0,0
56,69563,537,Employed,8580,48,High School,1,230,0.1197613175784688,0.1800973098103902,0,1,27,3,Education,58.0,0
30,100342,519,Employed,19970,60,Bachelor,2,766,0.1111025598884186,0.1846390738779458,0,0,20,20,Debt Consolidation,35.2,1
42,52283,495,Employed,14532,24,Bachelor,3,289,0.2307609825126599,0.2778077203369754,0,0,14,26,Education,38.400000000000006,1
30,55722,556,Employed,10393,12,Associate,3,212,0.2769631789347493,0.4402780952255774,0,0,25,1,Auto,56.0,0
45,60377,617,Employed,11495,60,Master,4,516,0.1567713210081425,0.2573431674800716,0,0,32,22,Auto,38.400000000000006,1
39,36118,585,Employed,32699,48,Associate,0,272,0.3760038244848772,0.1481643753327368,0,0,23,9,Debt Consolidation,48.0,0
38,15000,541,Employed,23508,36,Bachelor,2,204,0.3002522856594036,0.1722553081886536,0,0,25,9,Debt Consolidation,47.0,0
54,60967,453,Employed,28309,36,Bachelor,4,513,0.3507000217918531,0.1286135257614802,0,0,21,2,Debt Consolidation,54.0,0
32,29619,605,Self-Employed,31047,108,Master,0,269,0.6251768509621365,0.2792705011669256,0,0,29,1,Debt Consolidation,60.0,0
47,97849,658,Employed,15342,60,Master,1,478,0.2323175409071154,0.1769642914406852,0,0,27,19,Debt Consolidation,29.6,1
30,24672,521,Employed,30724,60,Bachelor,1,586,0.3241498577139225,0.2610415615120774,0,0,24,11,Debt Consolidation,52.0,0
41,31409,569,Employed,13824,36,Bachelor,1,197,0.1117883714604227,0.2823662115855581,0,0,26,20,Education,41.6,1
25,24542,596,Unemployed,66290,48,Bachelor,0,283,0.1784709736926276,0.1975468443089325,0,0,27,10,Home,54.0,0
32,54539,575,Employed,16963,96,High School,0,311,0.6180928216802568,0.1303669518943045,0,0,22,20,Education,48.0,0
39,45187,587,Employed,17089,36,Associate,3,442,0.3662118551263618,0.3163353883921727,0,0,24,11,Debt Consolidation,55.0,0
61,62428,616,Employed,24977,48,High School,3,712,0.4295355265748686,0.4163766850259284,0,0,22,18,Home,52.0,0
41,15000,586,Employed,31969,60,High School,3,391,0.53739748304066,0.3801244726113796,0,0,26,9,Debt Consolidation,54.0,0
59,171174,578,Employed,19067,60,Bachelor,1,619,0.2476795998891931,0.1964695504837156,0,0,27,11,Auto,35.2,1
42,32995,593,Employed,10117,96,Master,1,212,0.3826715881948991,0.0756175236494604,0,0,29,16,Debt Consolidation,37.6,1
35,72115,592,Employed,41076,36,Bachelor,1,611,0.3458268653864609,0.2849432990890318,0,0,20,8,Auto,53.0,0
58,85260,646,Employed,29767,72,Master,3,369,0.5178731120960098,0.3900543623586131,0,1,39,3,Debt Consolidation,58.0,0
45,79947,581,Self-Employed,13856,60,Associate,1,228,0.5669552180406262,0.1904814998623867,1,0,20,22,Auto,51.2,1
32,32648,621,Employed,30776,12,Master,0,203,0.189278067345992,0.1566016652148681,0,0,13,25,Auto,47.0,0
45,42398,523,Employed,27307,60,Associate,1,347,0.4223194177072325,0.0683692331242159,0,1,20,21,Debt Consolidation,58.0,0
36,69634,536,Employed,38198,36,Master,2,589,0.1497052795011535,0.2630994239671838,0,0,22,16,Auto,49.0,0
18,51764,614,Employed,14761,96,Bachelor,0,298,0.2801976122684609,0.0797722256358195,0,0,31,27,Home,47.0,0
51,33664,581,Employed,22303,48,Doctorate,2,520,0.2546674092963836,0.1849313375626475,0,0,18,25,Home,51.0,0
53,86002,630,Unemployed,13940,96,Master,2,487,0.0401249753820946,0.6215409939466556,0,1,25,15,Education,62.0,0
62,215634,637,Employed,39903,36,Associate,3,396,0.2527001159372928,0.4227527212880877,0,1,19,15,Auto,45.6,1
45,31084,586,Employed,19901,24,High School,5,282,0.2019883980495339,0.5407688398335314,0,0,24,16,Debt Consolidation,59.0,0
37,77895,581,Employed,47522,36,Master,0,520,0.2123267673953196,0.3379372898074885,0,0,15,6,Debt Consolidation,54.0,0
50,60208,643,Employed,30048,24,Bachelor,1,204,0.5336632881075005,0.3959924551952467,0,1,33,24,Auto,58.0,0
50,52719,658,Employed,36494,72,Master,0,1120,0.4928455387103049,0.2023510267912815,0,0,24,27,Auto,45.0,0
59,89529,590,Employed,18232,12,Associate,0,417,0.1042231960382017,0.112689281310987,0,1,19,8,Auto,53.0,0
39,64738,525,Employed,20872,24,High School,2,895,0.2453558311944173,0.2641639073966096,0,0,24,13,Education,52.0,0
38,35506,525,Employed,45862,24,High School,3,931,0.1174621837978437,0.2574319434489278,0,0,25,24,Other,48.0,0
31,91666,444,Employed,16633,120,Bachelor,3,208,0.4866181587411032,0.2266866678047134,0,1,23,25,Home,58.0,0
46,46576,585,Unemployed,43592,60,High School,2,826,0.2028190865828546,0.3742208071988609,0,0,20,24,Home,58.0,0
21,94715,576,Unemployed,14995,36,Bachelor,0,262,0.3046638094399709,0.159445927646757,0,0,22,16,Home,40.0,1
49,51405,604,Employed,23294,72,Associate,1,641,0.088259833164962,0.1034377477500101,0,0,23,13,Auto,44.0,0
47,56960,629,Employed,18132,48,Bachelor,1,211,0.5904588666072736,0.4916101876925974,0,0,27,16,Auto,40.0,1
47,61993,615,Employed,46479,36,Master,3,591,0.2524039792044295,0.0983971483716723,0,0,23,23,Home,47.0,0
41,58728,611,Employed,32731,96,High School,1,447,0.2652494513468224,0.6889268499807619,0,0,19,25,Home,51.0,0
58,29446,594,Employed,18397,36,Associate,0,371,0.2129439708763518,0.2737449734035001,0,1,24,6,Debt Consolidation,62.0,0
50,82121,654,Employed,15683,60,Bachelor,0,204,0.3793413741744978,0.466221989782345,0,0,20,17,Auto,39.2,1
32,122346,527,Employed,31851,60,Master,3,423,0.1383608659564228,0.044124041672956,0,0,21,22,Education,37.6,1
32,61534,455,Employed,18510,36,High School,4,273,0.6883195455201958,0.1369214397187557,0,0,24,8,Auto,51.0,0
29,15000,564,Employed,37657,84,Bachelor,3,371,0.5123245291059136,0.0879418703826409,0,0,27,26,Home,53.0,0
46,26437,651,Employed,9983,72,Doctorate,0,1084,0.5621110416285607,0.473594033663255,0,0,32,24,Debt Consolidation,53.0,0
27,39644,546,Employed,27197,48,Bachelor,0,365,0.5546201664422645,0.2188110814764924,0,0,25,29,Auto,52.0,0
53,36468,633,Employed,28594,60,Master,2,309,0.0668074283637237,0.5832785473305587,0,0,22,13,Education,55.0,0
55,112560,645,Self-Employed,21706,60,Master,0,513,0.241142838171409,0.0222904293087444,0,0,25,28,Debt Consolidation,39.2,1
29,37912,587,Employed,26672,72,Master,0,352,0.5561757486478038,0.6056543742459886,0,0,21,24,Auto,60.0,0
37,64199,518,Self-Employed,23712,36,Bachelor,4,371,0.1620699541422959,0.2812383169362925,0,0,23,2,Home,54.0,0
40,161172,547,Employed,15760,72,Bachelor,0,326,0.4364830397060786,0.1256669543033972,0,0,24,14,Home,36.0,1
50,37502,530,Employed,13518,60,High School,1,319,0.0552833651147341,0.5284366286102643,0,0,31,5,Education,60.0,0
59,27811,579,Employed,13870,48,High School,1,438,0.4190134040770542,0.3421574424494165,0,0,27,20,Other,57.0,0
19,53210,573,Employed,31633,72,High School,1,292,0.7550230627333419,0.2801400863496852,0,0,29,9,Home,55.0,0
36,41115,562,Employed,18001,48,High School,1,427,0.1645561743595382,0.398626690012561,0,0,23,28,Home,52.0,0
36,47138,588,Employed,23736,36,High School,4,283,0.1849521145989149,0.4050431559156459,0,0,23,24,Home,56.0,0
23,93800,571,Employed,10849,36,High School,4,530,0.4191759774909106,0.4165736453757113,0,0,28,16,Home,44.8,1
34,18081,496,Employed,22143,48,High School,0,212,0.2670490530799306,0.1053784043594278,0,0,14,23,Home,52.0,0
45,81695,590,Employed,16876,72,High School,0,246,0.0814381826703691,0.2439775024486167,0,0,20,21,Debt Consolidation,38.400000000000006,1
36,31566,604,Employed,52958,36,High School,0,806,0.4494587796581597,0.1430827768499999,0,0,26,4,Home,52.0,0
21,115222,557,Employed,17786,24,Associate,1,221,0.39390423207165,0.1383484272087874,0,0,23,25,Auto,37.6,1
74,21018,664,Employed,9862,24,Master,0,595,0.0908176849699268,0.2247875896278368,0,0,26,22,Home,47.0,0
43,225337,550,Employed,16381,72,Master,2,459,0.1006288097958265,0.273191456771448,0,0,29,7,Other,40.0,1
41,42513,598,Employed,25924,24,Master,0,425,0.2975764356654274,0.0526547229359858,0,0,25,9,Home,52.0,0
26,22068,605,Employed,17081,72,Bachelor,4,739,0.3747373195298728,0.0403744876155006,0,0,27,4,Home,52.0,0
43,72143,511,Self-Employed,24729,96,High School,2,231,0.4246673529187242,0.1849125728425775,0,0,25,15,Auto,52.0,0
38,71649,525,Self-Employed,35507,60,Bachelor,3,927,0.3225174716352159,0.048081131032934,0,0,24,1,Debt Consolidation,51.0,0
18,59956,585,Self-Employed,32666,36,Bachelor,2,271,0.4614497426054595,0.4494916758359355,0,0,32,28,Auto,58.0,0
27,77350,449,Employed,58767,96,Bachelor,5,710,0.0424119047470216,0.1847050484971731,0,0,22,14,Home,45.0,0
49,67592,660,Employed,12108,12,Master,1,377,0.1460853018385999,0.6102640423182316,0,0,26,15,Home,40.8,1
63,44348,568,Employed,28602,12,High School,1,1418,0.3737842953285831,0.2303687138070732,0,0,24,5,Education,55.0,0
44,24600,577,Employed,39644,48,Bachelor,4,400,0.2854368062941986,0.0996315688713038,0,0,31,25,Home,50.0,0
53,42202,489,Employed,49450,48,Associate,1,308,0.2256897326936709,0.6537273559447839,0,0,20,2,Debt Consolidation,63.0,0
38,46134,579,Employed,26188,48,Master,0,415,0.3594918933767023,0.2955116657796599,0,0,21,26,Other,53.0,0
38,45778,557,Employed,15035,48,High School,2,592,0.3640210845598736,0.4427971339662498,0,0,21,6,Education,57.0,0
53,51933,569,Employed,16799,48,High School,0,317,0.3061410736422724,0.4662613879156087,0,0,27,11,Home,56.0,0
59,145185,633,Employed,38002,96,Bachelor,2,286,0.2545216733212148,0.0569471386568589,0,0,15,19,Auto,36.0,1
55,37730,641,Employed,8993,60,Master,1,418,0.2955132823306364,0.2026796447298335,0,0,24,13,Other,36.8,1
27,36163,589,Employed,16250,24,High School,0,456,0.5974816254489215,0.4009136787283698,0,0,19,14,Home,58.0,0
39,35627,547,Unemployed,22499,96,Bachelor,0,316,0.2206368312582918,0.3492762595015281,0,0,27,4,Home,61.0,0
43,22504,557,Employed,40809,60,High School,0,668,0.1364391030043876,0.5822154680254562,0,0,22,4,Debt Consolidation,60.0,0
36,216239,515,Employed,14758,60,High School,0,728,0.1695769065713172,0.2890235676180713,0,0,26,27,Auto,39.2,1
44,24718,506,Employed,30098,60,Associate,3,406,0.1606514449138716,0.6577650493513689,0,0,26,23,Debt Consolidation,57.0,0
49,69507,588,Self-Employed,38727,60,Bachelor,0,291,0.3417396537990684,0.2758660894179529,0,0,32,2,Other,59.0,0
52,188730,684,Employed,20768,48,Master,2,478,0.0309163629553366,0.0958332593885295,0,0,21,16,Education,29.6,1
60,21505,579,Employed,45984,12,Bachelor,1,562,0.6522741432382886,0.1207160390803652,0,0,15,1,Home,54.0,0
36,69902,589,Employed,17278,36,Associate,0,1431,0.1628378328283302,0.3428473641117999,0,0,21,22,Other,53.0,0
23,15000,485,Employed,14961,60,High School,3,382,0.8042832954190456,0.2598819743600591,0,0,28,5,Home,55.0,0
44,30453,579,Employed,13744,60,High School,2,275,0.0927602696473108,0.1843741185607767,0,0,34,27,Debt Consolidation,50.0,0
62,75455,660,Employed,29741,72,Bachelor,0,306,0.5641269618614535,0.3208241094056649,0,0,19,15,Auto,39.2,1
34,39561,610,Employed,24808,60,High School,3,333,0.3999633111816071,0.0559209733437932,0,0,18,12,Home,46.0,0
48,91491,546,Employed,32421,60,High School,0,231,0.1295002535590553,0.1134041313555554,0,0,26,24,Auto,33.6,1
48,52976,527,Employed,36931,24,Bachelor,3,467,0.4085413114083728,0.4487757184086453,0,0,24,23,Auto,57.0,0
42,78310,466,Employed,45631,60,Doctorate,0,449,0.080443414220079,0.3056260682432838,0,0,17,11,Home,53.0,0
40,30117,616,Employed,12622,48,High School,4,394,0.282432684185447,0.368006995406505,0,0,33,23,Other,50.0,0
28,25132,466,Employed,15192,60,Bachelor,0,342,0.47107896082374,0.2481844765114605,0,0,24,9,Education,56.0,0
18,16965,568,Employed,20493,48,High School,2,262,0.4582689204971102,0.2611937396533569,0,0,29,13,Home,51.0,0
26,15808,509,Employed,61348,48,High School,1,274,0.1149333267200566,0.2687425686606143,0,1,21,25,Home,59.0,0
35,33566,598,Employed,38556,84,Master,1,376,0.6253745981802966,0.290137309135252,1,0,27,18,Home,63.0,0
53,112870,652,Employed,45303,60,Bachelor,0,497,0.4095669543175918,0.1610431897259783,0,0,21,6,Debt Consolidation,46.0,0
